,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
666,Filipa Jardim da Silva , Psicoterapia,ChIJC6_zRXUzGQ0Rpydo2-OXC98,"['health', 'point_of_interest', 'establishment']",+351 966 715 999,http://www.filipajardimdasilva.pt/,5.0,3.0,"Av. António Augusto de Aguiar 17 5º D, Lisboa",38.7304094,-9.1508608,https://maps.google.com/?cid=16072106700096153511
667,Clínica Kids&Teens,,ChIJYXIDBHUzGQ0RzrfxJVUvhVg,"['health', 'point_of_interest', 'establishment']",+351 927 561 634,http://www.kidsandteens.clinic/,5.0,18.0,"Picoas Plaza, R. Tomás Ribeiro 65C Loja C038, Lisboa",38.7306557,-9.1482182,https://maps.google.com/?cid=6378556489995499470
668,Ana Dos Santos , Psicóloga Clínica,ChIJU6xJrXQzGQ0RI770UwWAPX0,"['health', 'point_of_interest', 'establishment']",+351 912 370 830,,0.0,0.0,"R. Latino Coelho 76, Lisboa",38.7331854,-9.1505918,https://maps.google.com/?cid=9024509988692082211
669,Clínica LHR , Hair & Skin,ChIJYQ5YH3QzGQ0Rbrs6Ag6-6Ko,"['health', 'point_of_interest', 'establishment']",+351 21 197 4400,http://clinicalhr.pt/,4.7,29.0,"Av. Sidónio Pais 8 5ª esquerdo, Lisboa",38.7284014,-9.1497585,https://maps.google.com/?cid=12315302148420844398
670,Raquel Martins Ferreira , Psicóloga Clínica,ChIJuT7XNi7JHg0R7HS8sYYKlpU,"['health', 'point_of_interest', 'establishment']",+351 919 606 321,http://www.raquelferreira.pt/,5.0,1.0,"R. Martins Barata 5, Lisboa",38.69611,-9.211291,https://maps.google.com/?cid=10778814331781674220
671,Gomes Monteiro, Clínica Médica,ChIJFRTtZJ_MHg0RMfdWaNlURy0,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 342 3268,,0.0,0.0,"R. Gregório Lopes 1524, Lisboa",38.7109585,-9.2124898,https://maps.google.com/?cid=3262669747788379953
672,Fundação Nossa Senhora Bom Sucesso,,ChIJG1966qHMHg0RjwVP3C-5kwY,"['health', 'point_of_interest', 'establishment']",+351 21 303 1420,http://fnsbs.pt/,4.4,23.0,"Av. Dr. Mário Moutinho, Lisboa",38.711838,-9.2105447,https://maps.google.com/?cid=473926001014801807
673,CMIB , Clínica Materno Infantil de Belém,ChIJGXjDpFjLHg0RFvYbSOAlZqQ,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 912 124 767,http://www.cmib.pt/,4.5,2.0,"R. Gregório Lopes 1596-A 1º Dtº, Lisboa",38.7103058,-9.2105587,https://maps.google.com/?cid=11846197515057362454
674,NephroCare Restelo,,ChIJX0PZdjzNHg0RCv7eLINamz8,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 304 1310,https://www.nephrocare.pt/clinicas-de-dialise/clinic/lisbon-and-tagus-valley/lisboa-restelo.html,0.0,0.0,"R. Gregório Lopes 24, Lisboa",38.7108898,-9.2123145,https://maps.google.com/?cid=4583356565219638794
675,Nephrocare,,ChIJySDf16HMHg0R6FEIfoXR6O0,"['health', 'point_of_interest', 'establishment']",,,5.0,1.0,"R. Alfredo Soares 1523, Lisboa",38.7110806,-9.2127324,https://maps.google.com/?cid=3163191202827343800
676,Up Clinic,,ChIJb-kX_cDNHg0R4yfS-dv9QZk,"['point_of_interest', 'establishment']",+351 925 227 377,http://www.upclinic.pt/,3.8,22.0,"R. António Saldanha 67, Lisboa",38.7087821,-9.2142115,https://maps.google.com/?cid=11043386882520131555
677,João Nunes da Costa , Cirurgião Plástico (Clínica em Belém),ChIJN-NuHAEzGQ0RyrTiCH_2aqE,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 301 3669,http://www.joaonunesdacosta.pt/,0.0,0.0,"R. Gregório Lopes 1596-A 1º Dtº, Lisboa",38.7103121,-9.2105828,https://maps.google.com/?cid=11631380013108081866
678,SP Clinic: Medicina Chinesa, Saúde & Estética em Lisboa,ChIJQyxAJWUzGQ0Ra7AIWUi7i48,"['beauty_salon', 'spa', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 099 3179,https://www.spclinic.pt/,4.8,163.0,"Rua Dom João V 15C, Lisboa",38.720202,-9.158412,https://maps.google.com/?cid=10343566888592257131
679,Vital Clínic,,ChIJUQOMTWEzGQ0R1C4oWLF8dJ4,"['health', 'point_of_interest', 'establishment']",+351 21 982 2135,http://vitalityclinic.pt/,0.0,0.0,"R. Coelho da Rocha 31-A, Lisboa",38.716477,-9.1629859,https://maps.google.com/?cid=808595486257419913
680,Clínica Médica Dr. Luis Santos Nunes, Lda.,ChIJD2LYe2czGQ0RTadBeTRNe8o,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 385 9209,,3.7,3.0,"R. Ten. Ferreira Durão 22, Lisboa",38.7186078,-9.1673692,https://maps.google.com/?cid=14590340305564837709
681,Clínica Dentária Da Rua Carlos Da Maia Lda,,ChIJGS_fn10zGQ0RJhIcHpL0LVQ,"['health', 'point_of_interest', 'establishment']",+351 21 383 2406,,0.0,0.0,"R. Carlos da Maia 18B, Lisboa",38.7188,-9.169035,https://maps.google.com/?cid=6065773181545484838
682,CICO , Clínica Internacional de Campo de Ourique,ChIJc7KXZWczGQ0RrWzx91KO-lg,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 913 189 954,https://www.cicoportugal.com/,5.0,5.0,"R. Ten. Ferreira Durão Nº37A, Lisboa",38.7181044,-9.1670951,https://maps.google.com/?cid=6411593506513579181
683,Clínica Cavalcanti Lda.,,ChIJk4TizF0zGQ0RPEAHyDRr91E,"['health', 'point_of_interest', 'establishment']",+351 21 395 7311,,5.0,1.0,"R. Correia Teles 76 A B, Lisboa",38.7193496,-9.1686451,https://maps.google.com/?cid=5906307310758084668
684,Clínica de Campo de Ourique,,ChIJSVUuyGAzGQ0Rcj8-XisKu9c,"['health', 'point_of_interest', 'establishment']",+351 21 162 8569,http://www.ateliermedicodentario.com/,0.0,0.0,"R. Francisco Metrass 1ºdto, Lisboa",38.7161059,-9.1664844,https://maps.google.com/?cid=10531003403811670795
685,Dalas , Clínica Médica E Dentária Lda,ChIJ6cIGuWczGQ0RFyKJCZl1Tj0,"['health', 'point_of_interest', 'establishment']",+351 21 386 6774,,0.0,0.0,"R. Pereira e Sousa 24A, Lisboa",38.7202649,-9.1661339,https://maps.google.com/?cid=4417597584647463447
686,Joaquim Chaves Saúde | Análises Clínicas , Campo de Ourique,ChIJF6OnlzszGQ0Ro6ctnl3E_8g,"['health', 'point_of_interest', 'establishment']",+351 21 386 1508,http://www.jcs.pt/,3.3,6.0,"Rua da, R. Infantaria 16 90 A, Lisboa",38.7184449,-9.1671051,https://maps.google.com/?cid=14483510833011599267
687,MEDIDENTAL , Clínicas Dentárias & Wellness ,ChIJ4cfzb8AzGQ0RrohtKtrsFbI,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 139 0001,http://www.medidental.pt/,4.1,19.0,"R. Tomás da Anunciação 49A, Lisboa",38.71776570000001,-9.1657833,https://maps.google.com/?cid=12832423135020943534
688,ARTS , Clínica de Estética,ChIJH8eHx10zGQ0RgnB9YivKT8k,"['beauty_salon', 'point_of_interest', 'establishment']",+351 916 121 211,,4.9,9.0,"R. Sampaio Bruno 25, Lisboa",38.7174914,-9.1696905,https://maps.google.com/?cid=14506035212468449410
689,Smile.up Clínicas Dentárias Campo de Ourique,,ChIJB_Ub6WAzGQ0RcOFMNl3-qwU,"['health', 'point_of_interest', 'establishment']",+351 21 053 2110,https://smileup.pt/clinica-dentaria-campo-ourique/,4.0,36.0,"R. Saraiva de Carvalho 209A, Lisboa",38.7149423,-9.1658763,https://maps.google.com/?cid=408699867503583600
690,Clínica Drº F. Vaz Garcia, Lda.,ChIJ1wL9BmczGQ0RpKQj7vXLH5o,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 388 1825,,0.0,0.0,"R. Tomás da Anunciação 68, Lisboa",38.7189017,-9.1655297,https://maps.google.com/?cid=11105819463241671844
691,Medical laboratory Germano de Sousa,,ChIJJQDcts4yGQ0RYJNu8V13uJU,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 800 209 498,https://www.germanodesousa.com/,3.5,112.0,"R. Cupertino de Miranda, Lisboa",38.7666496,-9.1834408,https://maps.google.com/?cid=10788504152732242784
692,ID Saúde,,ChIJJXqvs23NHg0ROKDvpeaVo5I,"['physiotherapist', 'health', 'point_of_interest', 'establishment']",+351 21 410 3381,http://www.idsaude.pt/,0.0,0.0,"Portela Business Center, Loja 13",38.7210246,-9.222301000000002,https://maps.google.com/?cid=10566453968600277048
693,Clínica Social, PFG,ChIJW6QLgZLMHg0R10k6t1Eubag,"['doctor', 'health', 'point_of_interest', 'establishment']",,http://www.familiaglobal.pt/,0.0,0.0,"Alameda João de Meneses 14, Carnaxide",38.7251676,-9.2229512,https://maps.google.com/?cid=12136407499334633943
694,Joaquim Chaves Saúde, Análises Clínicas,ChIJh3wC_6E0GQ0RnXnQCwBT1Zg,"['health', 'point_of_interest', 'establishment']",+351 21 493 0734,https://www.jcs.pt/,3.0,2.0,"Avenida Infante Santo, nº 15D Galeria, Lisboa",38.7062139,-9.1679629,https://maps.google.com/?cid=3297550225781642768
695,Desporsano,,ChIJ82aS1ro1GQ0RqdddUB106o8,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 388 7257,http://desporsano.pt/contactos.php,4.5,12.0,"R. Emb. Teixeira de Sampaio 3 B, Lisboa",38.7066144,-9.1684591,https://maps.google.com/?cid=10370228761225189289
696,Clinica Miguel Bombarda,,ChIJZ3mHgpg0GQ0RvFs7C7lrGTI,"['health', 'point_of_interest', 'establishment']",+351 21 793 0020,,0.0,0.0,"Av. Infante Santo 2, Lisboa",38.7041453,-9.1679168,https://maps.google.com/?cid=9161647746436245461
697,Clínica Dentária Da Estrela, Unipessoal Lda.,ChIJv4tolZ80GQ0Rj1nFjfl8beo,"['health', 'point_of_interest', 'establishment']",+351 21 392 9410,,0.0,0.0,"Av. Infante Santo 55, Lisboa",38.709831,-9.1664208,https://maps.google.com/?cid=16892295188603820431
698,Imacardio , Clínica De Imagiologia E Cardiologia Lda,ChIJR4sFep80GQ0RXxPgOu9_Hek,"['point_of_interest', 'establishment']",+351 21 414 4142,,3.0,1.0,"Av. Infante Santo 58, Lisboa",38.708058,-9.1671189,https://maps.google.com/?cid=16797722850623492959
699,Centro Clínico da GNR,,ChIJq8wKHZk0GQ0RJg6ps_fSp08,"['hospital', 'health', 'point_of_interest', 'establishment']",+351 21 392 2340,http://www.gnr.pt/consulta.aspx,4.5,23.0,"R. Pres. Arriaga 7, Lisboa",38.704354,-9.1649026,https://maps.google.com/?cid=5739788211419942438
700,Nuno Ramos , Clínica Privada de Cirúrgia Plástica,ChIJcb4qxp80GQ0RRrWeMiTujOg,"['health', 'point_of_interest', 'establishment']",,,0.0,0.0,"C, Av. Infante Santo 60 3, Lisboa",38.7090451,-9.1666047,https://maps.google.com/?cid=16757030152774268230
701,Clínica Veterinária Infante Santo,,ChIJI_lZ_aE0GQ0RuR7bMnsRZHU,"['veterinary_care', 'point_of_interest', 'establishment']",+351 21 390 1017,http://clinicasveterinarias.pt/clinica-veterinaria-infante-santo/,4.8,78.0,"Av. Infante Santo 17B, Lisboa",38.7064548,-9.1678948,https://maps.google.com/?cid=8458905220940504761
702,Clínica De Medicina Dentária Nuno Rêlha Vaz, Lda.,ChIJc4J8nOwyGQ0R-mKjYo_tr24,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 757 0481,http://www.cmdentaria.com/,4.8,9.0,"R. Dr. Henrique Martins Gomes 23, Lisboa",38.7721281,-9.1619214,https://maps.google.com/?cid=7975854665187418874
703,Clínica Dentária OralMED Lumiar,,ChIJ1Wk-4rIzGQ0RqloOuvdsxH4,"['health', 'point_of_interest', 'establishment']",+351 21 051 4960,https://www.oralmed.pt/lumiar#clinica,5.0,4.0,"Alameda das Linhas de Torres 251, Lisboa",38.7723182,-9.1611971,https://maps.google.com/?cid=9134545755448433322
704,Master Dental,,ChIJL_Uy9uwyGQ0RtwXtJE-tPMI,"['health', 'point_of_interest', 'establishment']",+351 21 442 4326,http://www.masterdental.pt/,4.6,23.0,"Alameda das Linhas de Torres 228C, Lisboa",38.7714805,-9.1602671,https://maps.google.com/?cid=12828344710073400832
705,Centro de Medicina Laboratorial Germano de Sousa , Lumiar ,ChIJ-10LsewyGQ0RbD2wvnSe9HE,"['health', 'point_of_interest', 'establishment']",+351 21 407 2843,http://www.germanodesousa.com/,4.1,10.0,"Alameda das Linhas de Torres 262B, Lisboa",38.7735215,-9.1612425,https://maps.google.com/?cid=8211362244855872876
706,Oftalvisão , Clínica Oftalmológica Do Lumiar,ChIJn2BAuOwyGQ0RRwZpl2xRYkc,"['health', 'point_of_interest', 'establishment']",+351 21 758 2950,,3.7,3.0,"Portogallo email?, Alameda das Linhas de Torres 258",38.773186,-9.1608709,https://maps.google.com/?cid=5143763251249088071
707,Laboratório De Análises Clínicas Doutora Maria Do Rosário Plantier Saraiva Lda,,ChIJ2fn3rKwzGQ0RrDh9Cl5UjIs,"['health', 'point_of_interest', 'establishment']",+351 21 849 9328,,5.0,4.0,"Av. da Igreja 4, Lisboa",38.7547064,-9.1396285,https://maps.google.com/?cid=10055504830891112620
708,Thalassa,,ChIJ8SkFKQozGQ0Rb2vwPL0xFoc,"['health', 'point_of_interest', 'establishment']",+351 21 797 2175,http://www.thalassa-lisboa.com/,4.3,44.0,"R. Julieta Ferrão 12 13° andar, Lisboa",38.7449275,-9.1527336,https://maps.google.com/?cid=9734022333448874863
709,MediCapilar Transplantes Avançados,,ChIJhZBcT3MzGQ0RUThsK86SntQ,"['health', 'point_of_interest', 'establishment']",+351 21 796 8826,https://www.medicapilar.pt/testemunhos/?utm_source=site&utm_medium=organico&utm_campaign=lisboa&utm_content=testemunho,4.1,23.0,"Av. António Augusto de Aguiar 106B, Lisboa",38.7325088,-9.1521203,https://maps.google.com/?cid=15320844396550436945
710,Climi,,ChIJ_8HKgGczGQ0RpH_BvnqIbAI,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 386 0512,,5.0,1.0,"R. Correia Teles, Lisboa",38.719163,-9.1676618,https://maps.google.com/?cid=174664546328346532
711,Conforsaumen,,ChIJi5rnCX80GQ0R14AiQrUOMjM,"['health', 'point_of_interest', 'establishment']",+351 21 346 1309,http://conforsaumen.com.pt/,5.0,1.0,"R. da Misericórdia 14, 6º E27, Lisboa",38.7113771,-9.1428131,https://maps.google.com/?cid=3689027216431284439
712,Clínica Montargil,,ChIJj1T-6HM1GQ0RGj_5xmdnsQ8,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 324 4353,http://www.clinicamontargil.com/,0.0,0.0,"Rua das Flores 49, Lisboa",38.7092223,-9.1437212,https://maps.google.com/?cid=1130798676864220954
713,Clínica de Neurologia Isabel Pavão Martins Lda,,ChIJw699oX80GQ0RRGl29TUoBRU,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 343 2644,,3.8,4.0,"Tv. da Espera 8, Lisboa",38.7115748,-9.1431804,https://maps.google.com/?cid=1514661061896595780
714,Clínica Pavão,,ChIJHyaub4A0GQ0RPIichtHFZHA,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 342 3156,http://clinicapavao.pt/,5.0,5.0,"Calçada do Combro 32 1ºESQ, Lisboa",38.7110217,-9.1464729,https://maps.google.com/?cid=8098815533616236604
715,CML Germano de Sousa , Análises Clínicas ,ChIJ3c-siX40GQ0RlDKPSiXi6p4,"['health', 'point_of_interest', 'establishment']",+351 21 346 8384,http://www.germanodesousa.com/,0.0,0.0,"R. António Maria Cardoso 15 A, Lisboa",38.7087058,-9.1427046,https://maps.google.com/?cid=11451213652335473300
716,António Mendia De Noronha , Clínica Oftalmológica,ChIJa5FkGYI0GQ0RfBeo7wP8Mk4,"['health', 'point_of_interest', 'establishment']",+351 21 355 4293,,0.0,0.0,"Rua da Cruz dos Poiais 16, Lisboa",38.7113792,-9.15162,https://maps.google.com/?cid=5634843177629783932
717,Clínica Nova Lisboa,,ChIJW2kxEII0GQ0R1ci7s2ZGdEE,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 714 5645,http://www.jcs.pt/,0.0,0.0,"R. Paz 29, Lisboa",38.71169,-9.152046,https://maps.google.com/?cid=1821341880245964561
718,Clínica Dentária de São Paulo,,ChIJCeSz4X00GQ0RQWO6FEvO4TU,"['health', 'point_of_interest', 'establishment']",+351 21 807 6720,https://www.clinicadentariasaopaulo.pt/,4.3,25.0,"Praça São Paulo 19 1°, Lisboa",38.707625,-9.1443811,https://maps.google.com/?cid=5460686868205840716
719,Consultório em Lisboa,,ChIJy1yXw300GQ0Rfs7qkJTE2ac,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 386 0416,,0.0,0.0,"R. dos Remolares 14, Lisboa",38.7069387,-9.143955,https://maps.google.com/?cid=3361671333046029217
720,Clínica Dentária Vanda Branco,,ChIJL_wRhGUzGQ0RbSvevWk_9Gc,"['health', 'point_of_interest', 'establishment']",+351 21 813 6545,https://www.facebook.com/vanda.branco.319,0.0,0.0,"Avª, Av. Gen. Roçadas Nº119 3º Dtº, Lisboa",38.72779,-9.1284286,https://maps.google.com/?cid=7490681803613547373
721,J.C. Simões Fernandes , Clínica Médica,ChIJL5Gu75MzGQ0RGu9qU9UpGLk,"['health', 'point_of_interest', 'establishment']",+351 21 812 6729,,0.0,0.0,"Av. Gen. Roçadas 153, Lisboa",38.7290337,-9.128311,https://maps.google.com/?cid=13337456292662013722
722,Clínica Veterinária Dra. Vanessa Carvalho,,ChIJ9z-ZapIzGQ0R_ajl4kH8IGE,"['veterinary_care', 'point_of_interest', 'establishment']",+351 21 814 1685,http://clinicaveterinarialisboa.pt/,4.7,204.0,"Av. Gen. Roçadas 36D, Lisboa",38.7261071,-9.1280886,https://maps.google.com/?cid=6998871180843526397
723,Clínica Dr.Well's Alta de Lisboa,,ChIJNVIXsVwzGQ0RnHiF_QlWCrw,"['health', 'point_of_interest', 'establishment']",+351 21 157 7620,http://www.drwells.pt/,5.0,1.0,"R. Hermínio da Palma Inácio, Lisboa",38.7878772,-9.147535,https://maps.google.com/?cid=8970191474337932458
724,ASMECL,,ChIJIWHTFXg0GQ0RQDZVtiNZNZo,"['health', 'point_of_interest', 'establishment']",+351 21 881 3300,https://www.clinicasaocristovao.pt/,4.0,76.0,"Largo São Cristóvão 1, Lisboa",38.7125838,-9.1356261,https://maps.google.com/?cid=11111885665524332096
725,Clínica Médica Dentária Da Baixa Lda,,ChIJ06WvJng0GQ0RNrGGNXXYgN0,"['health', 'point_of_interest', 'establishment']",+351 21 887 6667,,0.0,0.0,"Tv. do Chão do Loureiro 6, Lisboa",38.7120144,-9.1349141,https://maps.google.com/?cid=15960995077321830710
726,Clínica Medicina Dentária Nova Linha, Lda.,ChIJuyMUxXk0GQ0RL6E2xXXoXRQ,"['health', 'point_of_interest', 'establishment']",+351 21 920 7776,,3.0,1.0,"R. da Madalena 91, Lisboa",38.7103083,-9.1353852,https://maps.google.com/?cid=1467584646110159151
727,SYNLAB Baixa,,ChIJM4CPrK01GQ0Rctd6ll6lYg8,"['health', 'point_of_interest', 'establishment']",+351 21 887 1388,https://www.synlab.pt/onde-estamos/synlab-baixa,4.5,2.0,"R. da Madalena 182 B, Lisboa",38.7127573,-9.1361888,https://maps.google.com/?cid=1108630283956705138
728,Clínica Sorriso das Estrelas,,ChIJISoz4Hg0GQ0RArA0Wo5Ej28,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 199 0535,http://sorrisodasestrelas.com/,4.2,5.0,"R. da Vitória 94, Lisboa",38.7108795,-9.1384749,https://maps.google.com/?cid=8038719238069071874
729,Hair Clinic , Clinics Laser Hair Removal ,ChIJ4x2EyXg0GQ0R3vOSNQXPGDA,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",+351 21 347 3035,http://www.clinicadopelo.pt/,4.2,5.0,"Letras A/B, R. do Carmo Nº 51 1º Andar, Lisboa",38.7117907,-9.1397374,https://maps.google.com/?cid=3465747534542205918
730,CENTRO CLÍNICO VIDA NOVA LDA.,,ChIJBeTrtng0GQ0R25ngskM89Uc,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 322 5750,,0.0,0.0,"R. do Carmo 76, Lisboa",38.712232,-9.1395248,https://maps.google.com/?cid=5185116807448533467
731,Hospital da Ordem Terceira Chiado,,ChIJmaE5mH40GQ0R_DiBLVEMVnI,"['hospital', 'health', 'point_of_interest', 'establishment']",+351 21 323 0300,http://www.hotc.pt/,4.0,102.0,"R. Serpa Pinto 7, Lisboa",38.7087059,-9.1415211,https://maps.google.com/?cid=8238786111116228860
732,Clínica De Microcirurgia Oftálmica Dr. Miguel Rebocho, Unipessoal,ChIJq9_b1Hg0GQ0RoAw-mD4wSjo,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 340 4020,,4.9,9.0,"R. Garrett 19, Lisboa",38.7107396,-9.1400375,https://maps.google.com/?cid=4200222647876717728
733,Clínica Sorriso Famoso,,ChIJ17b9mXg0GQ0RP7Pbzcio9Vg,"['health', 'point_of_interest', 'establishment']",+351 21 347 2156,http://www.sorrisofamoso.pt/,3.2,5.0,"R. Augusta 280, Lisboa",38.7128012,-9.138387,https://maps.google.com/?cid=6410215225032422207
734,Clínica Dentária Dent Up,,ChIJ45DmmXg0GQ0RxTnv71NLf7I,"['health', 'point_of_interest', 'establishment']",+351 21 049 2340,,5.0,3.0,"R. Augusta 280, Lisboa",38.7128012,-9.138387,https://maps.google.com/?cid=6990363028974283481
735,Centro Médico e de Diagnóstico ASMECI,,ChIJncHKDZMzGQ0R2yG4dOuPaVE,"['health', 'point_of_interest', 'establishment']",+351 21 884 3120,http://www.asmeci.pt/,4.7,7.0,"R. da Palma, Lisboa",38.7195078,-9.1357946,https://maps.google.com/?cid=5866378231065092571
736,Largo Da Graça Central Clinic, Lda.,ChIJOS_Ca4kzGQ0R9RANMPfqZLc,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 882 1779,http://www.centralclinic.pt/,4.9,29.0,"Largo da Graça 107 1, Lisboa",38.717736,-9.1301137,https://maps.google.com/?cid=13214945553995862261
737,Clínica Sítio dos Cavaleiros,,ChIJ1b152a4zGQ0R8cOFXJ4795Q,"['spa', 'point_of_interest', 'establishment']",+351 21 160 7307,https://clinicadoscavaleiros.pt/,0.0,0.0,"R. dos Cavaleiros número 21, Lisboa",38.7161178,-9.1335181,https://maps.google.com/?cid=10734113788204008433
738,Clínica Médica , Drª. Anabela Pires Cardoso,ChIJO2337HczGQ0R5Hs6cWA3kzw,"['health', 'point_of_interest', 'establishment']",+351 21 351 5110,http://www.cahlisboa.com/,0.0,0.0,"R. Alexandre Herculano 6 1º andar, Lisboa",38.7241437,-9.1472135,https://maps.google.com/?cid=4364893351208188900
739,Cligenus CMCM,,ChIJT-K9nXczGQ0RTj5PK3dLwrA,"['health', 'point_of_interest', 'establishment']",+351 21 317 3900,http://www.cligenus.com/,4.5,20.0,"Av. da Liberdade 244, Lisboa",38.7238936,-9.1481505,https://maps.google.com/?cid=12736825671356989006
740,Clinica Miguel Calhau,,ChIJQxnBovMzGQ0ReiHdwLa9mkA,"['health', 'point_of_interest', 'establishment']",+351 21 314 7739,http://www.clinicamiguelcalhau.com/,0.0,0.0,"Rua Camilo Castelo Branco, 2 2º andar a direita, Lisboa",38.7244474,-9.146899,https://maps.google.com/?cid=4655241757458243962
